mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_KNN__n_neighbors,param_SMOTE__sampling_strategy,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.079999494552612,0.1531230871713,2.2684018135070803,0.24791137113714498,70,0.5,"{'KNN__n_neighbors': 70, 'SMOTE__sampling_strategy': 0.5}",0.746068505427106,0.7419557680235135,0.7420955711274554,0.7400672144993001,0.7449621980463514,0.7430298514247453,0.0021804189501475387,26
2.6724011421203615,0.15851681626829825,2.4272000789642334,0.3628147043164631,70,0.75,"{'KNN__n_neighbors': 70, 'SMOTE__sampling_strategy': 0.75}",0.7830450384233459,0.7798269521895157,0.7725975597229028,0.7770205049683372,0.779331145864931,0.7783642402338066,0.00346538693466035,19
4.0485998630523685,0.9958443620788396,2.5222023487091065,0.187599556620099,70,1,"{'KNN__n_neighbors': 70, 'SMOTE__sampling_strategy': 1}",0.7861898533061054,0.7817766273570427,0.7734131668110943,0.7812617422880073,0.7826826178064111,0.7810648015137323,0.004194674737181757,18
2.5393988609313967,0.34476170325361977,2.990401363372803,0.24587592350424725,80,0.5,"{'KNN__n_neighbors': 80, 'SMOTE__sampling_strategy': 0.5}",0.723394837477802,0.7183697551362058,0.7146755769260169,0.7118705697797324,0.7198947515509543,0.7176410981741423,0.004020167277848819,28
3.2309996604919435,0.4700823856903086,2.5410013675689695,0.2755068925356028,80,0.75,"{'KNN__n_neighbors': 80, 'SMOTE__sampling_strategy': 0.75}",0.7726872503102482,0.7699909160067172,0.7602642851261535,0.765417682822982,0.7704632626804642,0.767764679389313,0.0044324822100668135,22
3.7670012950897216,0.28299568732188907,2.777800989151001,0.2274945863024566,80,1,"{'KNN__n_neighbors': 80, 'SMOTE__sampling_strategy': 1}",0.7794171639209184,0.775102138571885,0.7690177124326574,0.7754993213108398,0.7769805426348482,0.7752033757742297,0.00344309733532773,20
2.3631994247436525,0.15321974512151637,2.772999715805054,0.12923410387135484,90,0.5,"{'KNN__n_neighbors': 90, 'SMOTE__sampling_strategy': 0.5}",0.7006782931576994,0.6944008914291081,0.6904885757343884,0.6896374316717853,0.6966235314848206,0.6943657446955603,0.004057991812948055,29
3.300797367095947,0.15805323085567408,3.025401782989502,0.34345219322999326,90,0.75,"{'KNN__n_neighbors': 90, 'SMOTE__sampling_strategy': 0.75}",0.7599917238321183,0.7529508298563593,0.7493174218877187,0.7498117881374092,0.7583961130864304,0.7540935753600071,0.004376098659375183,24
4.131399917602539,0.8780491082474826,2.9336008548736574,0.3879526477382248,90,1,"{'KNN__n_neighbors': 90, 'SMOTE__sampling_strategy': 1}",0.7661396357912361,0.7641089135526299,0.757766572232186,0.7627885501745871,0.767725440531086,0.763705822456345,0.003416411594402427,23
2.5513988018035887,0.26424280387012683,2.817801666259766,0.24274141293362725,100,0.5,"{'KNN__n_neighbors': 100, 'SMOTE__sampling_strategy': 0.5}",0.6747240798608993,0.6758163468376787,0.6727796297235008,0.6652164899070969,0.6740693536910579,0.6725211800040467,0.003782407372981007,30
3.6884001731872558,0.6175645485924239,3.4129995822906496,0.5863856344311862,100,0.75,"{'KNN__n_neighbors': 100, 'SMOTE__sampling_strategy': 0.75}",0.7365738930249154,0.7318340682065592,0.7322172980044848,0.7327248062296182,0.7403996528372855,0.7347499436605727,0.003294353058249567,27
4.330199527740478,0.634857833672676,3.605400562286377,0.7715632517002619,100,1,"{'KNN__n_neighbors': 100, 'SMOTE__sampling_strategy': 1}",0.7499805718773437,0.7478283554107771,0.7420707622962626,0.7421815974258893,0.7527964246317095,0.7469715423283965,0.004258611473812609,25
