mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ADASYN__sampling_strategy,param_KNN__n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
4.164400243759156,0.15770276627389232,2.411601448059082,0.07422161236130619,0.75,90,"{'ADASYN__sampling_strategy': 0.75, 'KNN__n_neighbors': 90}",0.7329408583058077,0.7307404860265393,0.729375479916782,0.7244410033925072,0.7372250611571216,0.7309445777597515,0.004200709672182992,24
4.352799654006958,0.22410554990383552,2.615599584579468,0.1269873985884995,0.75,100,"{'ADASYN__sampling_strategy': 0.75, 'KNN__n_neighbors': 100}",0.7108607792094103,0.7108322061395759,0.7083288744488081,0.70630467497615,0.72111722347071,0.7114887516489308,0.005106708252535515,27
4.4778056144714355,0.10526117368533956,1.8324002265930175,0.3377056155566262,1,10,"{'ADASYN__sampling_strategy': 1, 'KNN__n_neighbors': 10}",0.8543834952768294,0.8524916741487326,0.851250405322661,0.8553458739963486,0.8534888324052149,0.8533920562299573,0.0014287811152825366,2
4.467202949523926,0.0929138502412521,1.7413967609405518,0.046238793063536066,1,20,"{'ADASYN__sampling_strategy': 1, 'KNN__n_neighbors': 20}",0.8575785747684211,0.8537041872144198,0.853579619317202,0.8564955956949035,0.8567304079295998,0.8556176769849092,0.0016534299920274637,1
4.909400415420532,0.3066739995489422,1.9580011367797852,0.12148392032419288,1,30,"{'ADASYN__sampling_strategy': 1, 'KNN__n_neighbors': 30}",0.8524590027118596,0.8484954384168899,0.84642502060474,0.8505087553717825,0.8494788536228001,0.8494734141456144,0.0020117077240706842,4
4.790325069427491,0.17834899239243826,2.148601531982422,0.2715962602329827,1,40,"{'ADASYN__sampling_strategy': 1, 'KNN__n_neighbors': 40}",0.8295396302070247,0.8299268327474518,0.8251517831112741,0.8291381599786081,0.830282182351078,0.8288077176790873,0.0018674694231062899,11
4.72660117149353,0.17160715289439768,2.0616015434265136,0.054216118445492414,1,50,"{'ADASYN__sampling_strategy': 1, 'KNN__n_neighbors': 50}",0.7944403430553778,0.7948875084313655,0.7872090896339048,0.7941610605413261,0.7948644914819885,0.7931124986287925,0.002964220957466924,14
4.645399570465088,0.09252738388830899,2.176401901245117,0.0832012652988049,1,60,"{'ADASYN__sampling_strategy': 1, 'KNN__n_neighbors': 60}",0.7731564947072086,0.7719414853634162,0.7624326440233111,0.7716727937774623,0.7747987065077722,0.7708004248758341,0.004327126621473092,17
4.579600763320923,0.0659719928405611,2.227600860595703,0.047120416359305646,1,70,"{'ADASYN__sampling_strategy': 1, 'KNN__n_neighbors': 70}",0.76422909257735,0.7589311670388518,0.7545878233965249,0.7617575756112829,0.7653348079166188,0.7609680933081255,0.0038776928136262747,18
4.790400838851928,0.1699323726223812,2.3526015281677246,0.09753795926279987,1,80,"{'ADASYN__sampling_strategy': 1, 'KNN__n_neighbors': 80}",0.7568706235913587,0.7529940601770386,0.7457426704655021,0.7523222407014488,0.7574321894182423,0.753072356870718,0.004188748676204517,20
4.640199947357178,0.03451111782922704,2.547001361846924,0.08572116077653508,1,90,"{'ADASYN__sampling_strategy': 1, 'KNN__n_neighbors': 90}",0.7379166708240255,0.7355267118113471,0.7350346425154707,0.7353449540580677,0.7435313319445751,0.7374708622306972,0.0031988251395500583,23
4.530600357055664,0.12894935456248777,2.600002145767212,0.11238730745930715,1,100,"{'ADASYN__sampling_strategy': 1, 'KNN__n_neighbors': 100}",0.7235779450655031,0.7197113332315099,0.7195587595155277,0.7139870983349652,0.7275609485931516,0.7208792169481316,0.004528521401348928,25
