mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_KNeighborsClassifier__n_neighbors,param_SVR__proportion,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.190454435348511,0.04372528880948906,1.8340843200683594,0.03871486181471562,70,0.5,"{'KNeighborsClassifier__n_neighbors': 70, 'SVR__proportion': 0.5}",0.7652012326904444,0.762837384001589,0.7537569287042468,0.7586732344359451,0.7644976104401999,0.760993278054485,0.004269316309261396,21
3.037025880813599,0.03562433384238222,1.8575368404388428,0.018521705269960994,70,0.75,"{'KNeighborsClassifier__n_neighbors': 70, 'SVR__proportion': 0.75}",0.7893419893627107,0.785659330870344,0.7767514967771316,0.7857828500438915,0.7851623610604876,0.784539605622913,0.004169047724194794,15
4.070803833007813,0.12598543183580901,1.9533884525299072,0.022887135064923424,70,1,"{'KNeighborsClassifier__n_neighbors': 70, 'SVR__proportion': 1}",0.7908131093885237,0.7889318471442329,0.77981880702511,0.7859502090781012,0.7884440330201521,0.7867916011312239,0.0038160584649764794,13
2.196665811538696,0.032563198615242844,1.952296543121338,0.028257143715185156,80,0.5,"{'KNeighborsClassifier__n_neighbors': 80, 'SVR__proportion': 0.5}",0.7443476495429117,0.7423980079074788,0.7348506548592721,0.7369575280856084,0.7451809180662201,0.7407469516922982,0.004110404288053908,24
3.062611627578735,0.03329890307513461,2.0352742195129396,0.04939845677534618,80,0.75,"{'KNeighborsClassifier__n_neighbors': 80, 'SVR__proportion': 0.75}",0.7758121285002597,0.7695956508605889,0.763813624259121,0.765766615681166,0.7728156762847153,0.7695607391171703,0.004406822116962403,19
4.0115748882293705,0.036555287182021515,2.031221628189087,0.05216054032798478,80,1,"{'KNeighborsClassifier__n_neighbors': 80, 'SVR__proportion': 1}",0.7790333853798626,0.776264319964552,0.7724121639979069,0.7750125318122972,0.7788688969940012,0.776318259629724,0.0024836697247699355,17
2.225719690322876,0.07079102917740207,1.9949801921844483,0.02835112488804641,90,0.5,"{'KNeighborsClassifier__n_neighbors': 90, 'SVR__proportion': 0.5}",0.7262180460474786,0.7193340673682569,0.7185063957166816,0.7073574410803668,0.7228345309964218,0.7188500962418412,0.006365467546294865,29
3.077630567550659,0.03029245208508249,2.0798073291778563,0.02405814217772806,90,0.75,"{'KNeighborsClassifier__n_neighbors': 90, 'SVR__proportion': 0.75}",0.7600762619667567,0.7574097488721125,0.7512369549131007,0.7549714886183787,0.760348970406685,0.7568086849554068,0.003405625477903462,22
3.9905746459960936,0.05959304266171107,2.1055848598480225,0.023235915453959644,90,1,"{'KNeighborsClassifier__n_neighbors': 90, 'SVR__proportion': 1}",0.7685127952248451,0.7625937025490599,0.7594883051169756,0.7604856201309316,0.7646996347871845,0.7631560115617992,0.0032241946671962415,20
2.1850852966308594,0.02874617266020712,2.0712363719940186,0.04959071659919809,100,0.5,"{'KNeighborsClassifier__n_neighbors': 100, 'SVR__proportion': 0.5}",0.7002772083303765,0.6968745279193468,0.6974060154308248,0.6924725446699769,0.6999614591454874,0.6973983510992026,0.0028069684807046588,30
3.0875170707702635,0.06674779474772122,2.1582974910736086,0.04522419265485942,100,0.75,"{'KNeighborsClassifier__n_neighbors': 100, 'SVR__proportion': 0.75}",0.7407040373110566,0.7392022018871847,0.7320222469505924,0.7356639822170298,0.7456671711576015,0.7386519279046929,0.004617533570090453,25
4.075543975830078,0.09709732383209957,2.2601511478424072,0.02619216276039902,100,1,"{'KNeighborsClassifier__n_neighbors': 100, 'SVR__proportion': 1}",0.7542032833717304,0.7500305831325774,0.746683863880246,0.7448887773161994,0.7533935799036131,0.7498400175208733,0.0036380845265954805,23
