mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_KNN__n_neighbors,param_SMOTE__sampling_strategy,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
3.5616133213043213,0.14311970431780333,2.7602867603302004,0.08104606365921688,10,0.5,"{'KNN__n_neighbors': 10, 'SMOTE__sampling_strategy': 0.5}",0.8346975927853717,0.8316494770099903,0.8280929706255391,0.8245350489779969,0.827739746510068,0.8293429671817932,0.0034997396562989665,12
4.931217527389526,0.1950618501527156,3.1250050544738768,0.18919061307163143,10,0.75,"{'KNN__n_neighbors': 10, 'SMOTE__sampling_strategy': 0.75}",0.8501019684896529,0.8448376085771996,0.8410469353583776,0.8449829570034795,0.8477244669520889,0.8457387872761597,0.0030455590929789346,6
5.542561960220337,0.14147621629380588,2.7534502506256104,0.13343667761098998,10,1,"{'KNN__n_neighbors': 10, 'SMOTE__sampling_strategy': 1}",0.8549909664166319,0.852516502801409,0.8506950898093099,0.850425813414524,0.8518153761649088,0.8520887497213568,0.0016363503693416067,2
3.4970016479492188,0.1450725917147672,2.8790570735931396,0.0631941909417375,20,0.5,"{'KNN__n_neighbors': 20, 'SMOTE__sampling_strategy': 0.5}",0.8438431882505687,0.8418090420125915,0.8372933591988867,0.8391762824355352,0.8416387936095668,0.8407521331014298,0.0022761488294184397,9
4.421739006042481,0.0971186075867507,2.9271036624908446,0.08509788131116847,20,0.75,"{'KNN__n_neighbors': 20, 'SMOTE__sampling_strategy': 0.75}",0.8509658371971682,0.8501631794642661,0.845973097571658,0.8490064800667076,0.8512513440351926,0.8494719876669985,0.0019149083962232852,4
5.740012264251709,0.14532386018601326,2.965596103668213,0.2140705495862483,20,1,"{'KNN__n_neighbors': 20, 'SMOTE__sampling_strategy': 1}",0.855186726781117,0.852458682294073,0.8479474111783498,0.8516077195427343,0.853315036485074,0.8521031152562696,0.0023924520607777593,1
3.8951488018035887,0.33220469299643046,3.182862091064453,0.15174721816084147,30,0.5,"{'KNN__n_neighbors': 30, 'SMOTE__sampling_strategy': 0.5}",0.8470777536456818,0.8422928765962087,0.841771219127421,0.8415471350359434,0.8458635364090383,0.8437105041628588,0.0022988943985468736,7
4.640791654586792,0.05289668158851268,3.5180652141571045,0.37302947445666057,30,0.75,"{'KNN__n_neighbors': 30, 'SMOTE__sampling_strategy': 0.75}",0.8517414568849813,0.847459676744206,0.845331152301817,0.8475997522871731,0.8504090506907449,0.8485082177817844,0.0022840969231893143,5
5.748420190811157,0.19292897019109775,3.7699877262115478,0.45866713970861017,30,1,"{'KNN__n_neighbors': 30, 'SMOTE__sampling_strategy': 1}",0.8550064843245545,0.8502853145277998,0.8471352907367042,0.8499521658914242,0.8522314940199989,0.8509221499000963,0.0026108581082468604,3
3.5458078384399414,0.25425845473908143,3.3052011013031004,0.34021040655652723,40,0.5,"{'KNN__n_neighbors': 40, 'SMOTE__sampling_strategy': 0.5}",0.8397904472146309,0.8355649190243521,0.8298916779379221,0.8336240660145564,0.8378542399365323,0.8353450700255987,0.0034294893393889757,11
5.524226379394531,1.029232231263813,3.7834253787994383,0.3534637587455042,40,0.75,"{'KNN__n_neighbors': 40, 'SMOTE__sampling_strategy': 0.75}",0.8451238273537997,0.8407053219628338,0.8376114486453172,0.8406824466925269,0.8441554148559572,0.841655691902087,0.0027012179155642946,8
5.765348243713379,0.2368970766601174,3.4226751804351805,0.1760406950211031,40,1,"{'KNN__n_neighbors': 40, 'SMOTE__sampling_strategy': 1}",0.8441260500919857,0.8387852481826891,0.8371898996677226,0.8390695374105105,0.8420587333656787,0.8402458937437174,0.002497935157369091,10
3.604605197906494,0.2156524323653948,3.701994276046753,0.2221511422216053,50,0.5,"{'KNN__n_neighbors': 50, 'SMOTE__sampling_strategy': 0.5}",0.8137782271210839,0.812689991447155,0.8044472042592874,0.8053788764469249,0.8135678022674467,0.8099724203083797,0.004157518188000435,15
4.494665336608887,0.07630049095631199,3.544822120666504,0.21807629698533676,50,0.75,"{'KNN__n_neighbors': 50, 'SMOTE__sampling_strategy': 0.75}",0.8224220408808237,0.8172829196134888,0.8135837603804844,0.8178310993316098,0.820497244074109,0.8183234128561031,0.0030104351258037603,13
5.669629144668579,0.14426189988257457,3.53517861366272,0.12857426311879966,50,1,"{'KNN__n_neighbors': 50, 'SMOTE__sampling_strategy': 1}",0.816004877384645,0.8139704107288811,0.8080460269528505,0.8130701505238953,0.816082076732508,0.813434708464556,0.0029350330446742336,14
3.5676435947418215,0.0688952395940072,3.6325661182403564,0.11848566014395037,60,0.5,"{'KNN__n_neighbors': 60, 'SMOTE__sampling_strategy': 0.5}",0.7767947939650666,0.7731798740282688,0.7667545435698059,0.7676291554456994,0.7786242282777227,0.7725965190573126,0.004756100766713021,21
4.679377317428589,0.12664407430909094,3.6720179080963136,0.12575937009685006,60,0.75,"{'KNN__n_neighbors': 60, 'SMOTE__sampling_strategy': 0.75}",0.7977445359806856,0.7944369525881005,0.7864923826160094,0.7949138409407938,0.7924460327460479,0.7932067489743273,0.0037597999840967167,16
5.823200941085815,0.15623917304826923,3.8515765190124513,0.10060797761042557,60,1,"{'KNN__n_neighbors': 60, 'SMOTE__sampling_strategy': 1}",0.7949659064670228,0.7884337092596515,0.7862965269513755,0.7914109010272465,0.7927059220155177,0.7907625931441629,0.0030735686258659104,17
